client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840058.mp3	20541f67c86b4ba254c5407f338dd517af2379de741287c4c1791a10ba1def2c	Ọmọ ẹgbẹ́ òkùnkùn dèrò àtìmọ́lé torí nílùú Ìbàdàn.		2	0					yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840059.mp3	289d431f4d7e3ff584346c163c6f204af2ee9258f15b22cb68c72b9f2275af05	Ìyàwó àwọn ọlọ́pàá tó kú lásìkò ìwọ́de tó kọjá ti bẹ̀bẹ̀ fún ìrànwọ́		2	0					yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840060.mp3	0ec7f1e0527ac3e059b7c8cd36894d8a6f799457e4148b95e5c68f004137ce77	Nítori ọrọ táa sọ lọ́jọ́sí ni Túndé yoo fi kúrò nílé ìwé.		2	0					yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840061.mp3	26a0676f7491d283472654a8f3acbea9ef573d3121f21943e31ba840f9d1e708	Ilẹ̀ mímìtìtì ní ìlú ṣakí ti sọ àwọn olugbé ibẹ̀ sínú hílàhílo		2	0					yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840341.mp3	1034d60d4abc55bd7d0cd7b07e4887eff84c75ff9247fa4709c5249965612a69	Àwọn dókítà tó kúrò ní Nàíjíríà lọ sílẹ̀ òkèerè ti padà wálé		2	1					yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840342.mp3	2e10f8d369e7d01420b3329fc9f35ce46f86a18a7ff6fdecb2c2d5f5451f63ce	Ìgbòho ní Aláàfin, Ọ̀ọ̀nì, Olúbàdàn tì òun lẹ́yìn.		2	0					yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840343.mp3	2bf5f695dadcffd9347ecb0c8c07ee5f8e33dac0e0a1b6d8ed45075e0b91654d	Àfáà ń wáàsù kí àwọn alátìlẹ́yìn rẹ̀ má gba abẹ́rẹ́ àjẹ́sára.		2	0					yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840349.mp3	01cf305bb8d198f9b712c86afba2377d3749dbc7021ad87b000e3a911190ca32	Awọn gómìnà kankan ti padà sí ẹgbẹ́ òṣèlú onígbàálẹ̀.		2	0					yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840350.mp3	0abf9898cca15f5c059b4e603356f5f9dd6321c23d02e4c11abbe1c3e2e442c5	Ọ̀pọ̀ ènìyàn ló fẹ́ kúrò nílè Nàíjíríà.		2	0					yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840402.mp3	1537864d9e850743551dc2506547dd8bcbb72bdd41cc72cfc844522909a904f7	Ọba ìlú wa kìlọ̀ fún áwọn ọ̀dọ́ lórí ṣíṣe òògùn owó òjijì.		3	0	twenties	female_feminine			yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840404.mp3	2baac2b3dbc149bb785652fc257697ad32014e288a3bb665ac355580be0c10dd	Ọ̀pọ̀lọpọ̀ àwọn ọ̀dọ́ lọ́ fẹ́ fi orílẹ̀ èdè Nàìjíríà sílẹ̀.		2	0	twenties	female_feminine			yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840405.mp3	00398fedbce41d0edaf555ed6d83a7a7247206ccce7e1fb8acdca2f0114b69cd	Àwọn àjẹ́ ló wà nídí ọ̀rọ̀ Àrẹ̀mú.		2	0	twenties	female_feminine			yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840406.mp3	0e88dea37d7e4bcdbcddd2ea5a5acd77438391326a1a39f4fc507a80fbd451f0	Oṣù kan péré ni Àjídé fi ṣe ìgbéyàwó pẹ̀lú Adélékè.		2	0	twenties	female_feminine			yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840465.mp3	0a10e8a7ea1b3eaf942d6d7cde2e79dbb1bd7ded61ec9caeb1539896eb21b17b	Àtisùn ti dogun torí ọ̀rọ̀ àbò ní orílẹ-èdè yìí.		2	0	twenties	female_feminine			yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840468.mp3	2faea7d176babff06c0b09123591c9af32fc72039bf3e0161487cceaa4834a8a	Ìwádìí fi hàn pé ikú àrá ló pa àwọn òṣìṣẹ́ ìjọba mẹ́ta kan.		2	1	twenties	female_feminine			yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840470.mp3	2c47e5fd9431465abb3647509fc2bf7bbea154b527aa14f5993584d39f669f6e	Àwọn ẹ̀yà Yorùbá máa ń pé ara wọn ní ọmọ ilẹ̀ káàárọ̀-ò-jíire.		2	0	twenties	female_feminine			yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840472.mp3	221c29fe03053f0136a4e4e1d48b6ff24b0065f61f8c12fe1f37548349e88acd	Ẹ̀sùn ìwà àjẹbánu tí wọn fi kan ọ̀gá àgbà ilé-iṣẹ́ aṣọ́bodè tó kú		2	0	twenties	female_feminine			yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840507.mp3	09853dec65e1183ac154313595a56de1a25bcffcea337b6fd9a2aef34f958913	Ẹgbọ́n mi ni Ọlápọ̀si, ó ní ìyàwó méjì, àti ọmọ mẹ́ta.		3	0	twenties	female_feminine			yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840510.mp3	0e4c508d8e6ff0e805b9affa0b4769395f71e8e00c149f45ddff9e280b68d507	Ọ̀rẹ́bìnrin méjì ti para wọn torí wọ́n ba ọkọ ara wọn sùn.		3	0	twenties	female_feminine			yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840516.mp3	26fb734315a09285a5935b3d29c03abc243943c4178b5c4881f207713722a772	Ajá mẹ́ta ló ń ṣọ́ ilé ọ̀gá ọlọ́pàá tó wà ní Yemẹtu Ìbàdàn		2	0	twenties	female_feminine			yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840517.mp3	115a055b822ee30fa23258d02986ae53e3d25e6b56d860dffed0b71642bf87b1	Ẹ̀sùn bíbá ọmọdé tage kò yẹ àgbàlagbà ọkùnrin		2	0	twenties	female_feminine			yo	
7bc2ed85985f28af0f62be69494e94d712557f6d7893a0af9683a576d4e0e57dfe78d249b6f51ee6efd98c69f96c053ef723b075b391625f683a2153cb5184c7	common_voice_yo_36840567.mp3	02d7ce13a6586d7eaec32764bd896e732d1ceca732ec06333c8b1bd9486b7ae9	Àwọn ìlànà yìí yóó ṣe ìrànwọ́ fún àwọn ènìyàn.		2	0	twenties	female_feminine			yo	
