client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
2cc210984545f8ea66e9504690d324b8e917a2561deecc9cd5198d610bc196d64546875ea4aafcf5b0cfc8e6b453b05dea193e36c921b1fe496e6cc701bc1b63	common_voice_yo_38182619.mp3	c8945f0289fe3df262c3143980004ca5cbc3151c7c667da5f98c358c83f20919	Lọ kà nípa nkán tí wọ́n n béèrè fún nínú ẹgbẹ́ Akọ́mọlédè.		2	0	twenties	female_feminine			yo	
63217ba2c312c49b0c9a9a2c488bb27cd0d5e70a46264aa65f89d07e25969484bf5101b21549cf61a4433fbcc6f3c637b5a7a2dfa63ca4089ad341202019a012	common_voice_yo_41143162.mp3	e2e9bef45efe4a2ec209ff5e0c1d364cf9398b92afb4d4bd29f510b3107c490a	A le kọbiara sí gbogbo oun tí Kúnlé ń sọ. A sì le kọ̀		2	0					yo	
6f6326ea2bdca8962b1e69b7fa30d73c60af93b4b09d42ea34c53422ec4733a88856b29590beb9c3e31a2b1c67dc569fe56d3702910fc755a9765c1abdc7d278	common_voice_yo_40328684.mp3	e9211514e412ea0b95f1a53cd1368bd2b82b0aaa12416e82b5401249c57a0da0	Àwọn míràn wà tí ìbálé wọn já torí wàhálà láì sí ìbálòpọ̀.		4	0			Ọmọ Yorùbá ni mí,Mo ńsọ Yorùbá dáadáa,Ọmọ Nàìjíríà ni mí 		yo	
83822682ec9e47e98cfeb8ae708a3bbbeddbdbea98009bcebe1f97c547c513ae08c49c9447fccdb19fdfcd6adf10ae1c0ce0588bb6958a98470ff57e8f156dea	common_voice_yo_40328681.mp3	c50fd52e494ec40e5c21aa2470b709e7323e7f89de54988cac581c7588fbdde3	Ìjọba fún àwọn olùkọ́ ní ẹ̀bùn ọkọ̀ ńlá.		2	0					yo	
86f8987b597b51689f6cc0512d55c915fc1d9c814561c7ac0555baa79c14b531cade421feb8ff54ab6856a26e93d681b9e6dcaea1e086db91c30380c55c49906	common_voice_yo_40956594.mp3	e0d90f205b4b4bd479873308188e6dbed4a2a28d76bd31ab7797fe9f794bbaf6	Obìnrin tórí kó yọ lọ́wọ́ àwọn ajínigbé ní ewé ni òun jẹ nínú igbó.		2	0					yo	
8c2dccfe0f574150b34e7d1a1c6c70c0d012e0829150ec250d630cf66005beb06fce9ee64fdf0ed523e7d960a2311a3967267b94c064beb1522085fa9c17072f	common_voice_yo_36526475.mp3	17c122150b38ca53650c67e0a7c4cf0c8f02069ef6952bbd741fb87284c000e1	Ó ti pé ọgọ́rùn-ún ọjọ́ tí ìjọba ti f'òfin de wá.		2	0					yo	
f990a9de3963aaab3c837697f14d5d299d989eed453acb08f196e74e98134b72ca583699b14396e064f7805e8592c8374c41b07c0ec657031659c5747b3b9bfc	common_voice_yo_40236284.mp3	b82e8562bc2b527e6328ae59d5276065f631f57b45f8a4fb1cd8c141b4bba2ef	Àwọn adarí ẹ̀sìn Musulumi ṣe ayẹyẹ fún Àrẹ̀mú.		2	0	twenties				yo	
2762548161d98f2bddd7b6191254fc0fa163c9d2c8283e9459b4cd00af8c2946d3ee7899fc647fa1cf2b137557de018298221b31a669b01d135efeb266537419	common_voice_yo_36523681.mp3	15ba3ddb31fcc9efa96712a592deb3a343d6b593f601c849bb09ca3158ee7fce	Kò sí ìwé ẹ̀rí fun olùdíje tí àwọn ẹgbẹ́ onígbàálẹ̀ fà kalẹ̀.		2	0					yo	
2762548161d98f2bddd7b6191254fc0fa163c9d2c8283e9459b4cd00af8c2946d3ee7899fc647fa1cf2b137557de018298221b31a669b01d135efeb266537419	common_voice_yo_36523682.mp3	030211340e7d2df75a280a925b46d4fb48a952aafddbe0493be930518a2e1ac3	Àmọ̀tẹ́kùn ti gba àṣẹ ìdáábòbò lọ́wọ́ ìjọba.		2	0					yo	
2d28550b0fafe36036206b067eb4de98e91ad5b891002067dcf5929d1189ea38a01c21f7df476266a12abcfaf53c8bb6dea0811e0adb2a0fe20ed1e775a02a9f	common_voice_yo_40401268.mp3	d911ac956e9992ba7495b9027e5a6656b679942e38ccdb12b6722830359f95a5	Ènìyàn ọgọ́jọ ló tún ṣẹ̀ṣẹ̀ lùgbàdì ààrùn olóde ní Nàìjíríà.		2	0					yo	
2d28550b0fafe36036206b067eb4de98e91ad5b891002067dcf5929d1189ea38a01c21f7df476266a12abcfaf53c8bb6dea0811e0adb2a0fe20ed1e775a02a9f	common_voice_yo_40401270.mp3	d354d7795e7f42f5932a4360baac9a72e32044e5d1df3ceed02ad5ab83232e32	Àbíkẹ́ sọ ìdí ti òun fi ń wọ ìbòrí lọ ṣe ìwọ́de.		2	0					yo	
2f68e7bdcfd2cd0f90ad9a3f69a5ba0c2eb82982233212e7f445260e3e864411cd19ff5eff37adaa2f389b1cad7864e000d70ad14b11396080f4c3918be6d321	common_voice_yo_36526048.mp3	042020e0b45023734f7398bfc3e505b4066ca2d0ffd7b3f698f57eb61389cbef	Ọ̀gá ni Bọ́lá jẹ́ fún Bọ̀dé lágbo òṣèlú.		2	0					yo	
2f68e7bdcfd2cd0f90ad9a3f69a5ba0c2eb82982233212e7f445260e3e864411cd19ff5eff37adaa2f389b1cad7864e000d70ad14b11396080f4c3918be6d321	common_voice_yo_36526051.mp3	11062335bd463cb3c4b0367d84e26eade90033eb05c0a1e60043dbace10269f6	Àsìkò àjàkálẹ̀ ààrùn yìí jẹ́ kí n di télọ̀ tó mọṣẹ́ gidi.		2	0					yo	
606f9c2b3fdc851fbebfc2e60b02730e8236bcb61e5bd4b19799b21756d4af76410d71f79948f5a7e631a65d0cab6ea2eca85f9c933dffacee9e733dc8e864f8	common_voice_yo_42817156.mp3	d84413f4e4c9eb6002a6eaec4704a298ac71f28af72c25ed601de5f15c325be2	Amẹ́ríkà ní ààrin òun àti Nàíjíríà dán mọ́rán.		2	0					yo	
606f9c2b3fdc851fbebfc2e60b02730e8236bcb61e5bd4b19799b21756d4af76410d71f79948f5a7e631a65d0cab6ea2eca85f9c933dffacee9e733dc8e864f8	common_voice_yo_42820101.mp3	f378b5b23886221b4d2b1612a05f1323456bc2ba091998ce72284d774a1db593	Ṣíṣe déédé àti ààbò tó péye láwọn Yorùbá ń jà fún.		2	0	thirties				yo	
e05e7c6d071bb91ec213533fb555da10a383860f3e2d7a6a009f28a444537fe2524a45f098ef2a06d3eaf3fe7a2ee2b01f57750c7466516e21969a513667832e	common_voice_yo_40547565.mp3	ea46f3bb2326cfbb7414a9e296bef024a13428c03e379193b05c5b46c871d34c	Ìjọba Nàìjíríà pahùndà lóríi fọ́ọ̀mù ìdìbò.		2	0					yo	
e05e7c6d071bb91ec213533fb555da10a383860f3e2d7a6a009f28a444537fe2524a45f098ef2a06d3eaf3fe7a2ee2b01f57750c7466516e21969a513667832e	common_voice_yo_40547580.mp3	c744d71de8c2b6c9b4cef1e5dbe0dc85b77dfd5d4ce3be983f66f12dc440f38e	Kí ló fàá tí Ràsákì fi gba owó lọ́wọ́ ìyàwó ẹ̀ lánàá?		2	0					yo	
f2480a3ceb786fc8c20c3fe5588f33d03f02f995f3422b6dd0d18e64b5b7ce32e0e184b962a08dcc2eb2611338428dcad0478d1ea4af2a19995e9d6d467cf92b	common_voice_yo_36881776.mp3	35ba70a7842411071735721f821776b36e878cd746f25bf9bb11642fb8b5a932	Àrẹ̀mú faraya lórí báwọn jàǹdùkú ṣe ń borí ọmọogun wa.		2	0					yo	
f2480a3ceb786fc8c20c3fe5588f33d03f02f995f3422b6dd0d18e64b5b7ce32e0e184b962a08dcc2eb2611338428dcad0478d1ea4af2a19995e9d6d467cf92b	common_voice_yo_36881778.mp3	4ca391698c8a74237f6815ccd2b925ea4659398139365cf6667a30b1aac07d72	Ọ̀daràn mẹ́jọ ni wón mú ní ìlú Èrúwà lánàá.		2	0					yo	
30dab9c718d69b7be417e8fdd1d1623766f152b55dbca164e0a388e3e417e272e08fcb232415072efa7f1493bceb3ebcd8a543077463fbbd22f085937f838ccb	common_voice_yo_42513535.mp3	f121a0899a0deb7eb2b27bd27334dc7d95a9b9123d730db7875a3a50afa58a6d	Ìjọba ti sọ pé oríṣiríṣi àǹfàání ni wọ́n máa ń ní fún àwọn akẹ́kọ̀ọ́		2	0	twenties	female_feminine			yo	
30dab9c718d69b7be417e8fdd1d1623766f152b55dbca164e0a388e3e417e272e08fcb232415072efa7f1493bceb3ebcd8a543077463fbbd22f085937f838ccb	common_voice_yo_42513621.mp3	f20b028983c0a2f811cb4c2dacabc7015843656dad256e3f59f6e95c9376afd7	Ṣọlá ní òun ní ìgbẹ́kẹ̀lé nínú Bíbélì tí òun gbé dání.		2	0	twenties	female_feminine			yo	
30dab9c718d69b7be417e8fdd1d1623766f152b55dbca164e0a388e3e417e272e08fcb232415072efa7f1493bceb3ebcd8a543077463fbbd22f085937f838ccb	common_voice_yo_42614588.mp3	eee3066f56eda25bdbb60815169f610c79e52ec634d2aca2af46337a45c8e2be	Táyé ní ọ̀dọ́ ìyá àgbà ní àwọn ti gba ẹ̀bún orin kíkọ.		2	0	twenties	female_feminine			yo	
317e01cfa0a247f5b438af2cfc659c3a01975922ac379e229b59b38687573fd609a75a7b7c2fedeab092cf040a8527bd90f765516d16673df73e2db6c319d898	common_voice_yo_36980440.mp3	c886c0b84d67d013b7654125d548ab5f1ce44f57e4999fe3df0997c442af6477	Lọ sí ilé Délé Gíwá láti wo àwọn akẹ́kọ̀ọ́ tó ń gbé ibẹ̀.		2	1	teens	female_feminine			yo	
317e01cfa0a247f5b438af2cfc659c3a01975922ac379e229b59b38687573fd609a75a7b7c2fedeab092cf040a8527bd90f765516d16673df73e2db6c319d898	common_voice_yo_36980441.mp3	ca2f58eb564fe97508212217edbf4bfdb7bed6146b306dc7d823f142f758a41a	Àjọ elétò ìlera ti ní íjọba ti ra àwọn ohun ìgbógun ti ààrùn.		2	0	teens	female_feminine			yo	
317e01cfa0a247f5b438af2cfc659c3a01975922ac379e229b59b38687573fd609a75a7b7c2fedeab092cf040a8527bd90f765516d16673df73e2db6c319d898	common_voice_yo_36980444.mp3	bf40f7c56726a3e280e65dd2fe50bdaf6d6eb4e86d2a31a438a8617b5557646a	Omi gbé arákùnrin ẹni ọdún mẹ́tàlá kan lọ ní Ìbàdàn		2	0	teens	female_feminine			yo	
